MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-4.111538461538462,13.586538461538462,-9.600000000000001,20.900000000000002,56.42499999999999
2,-3.830188679245284,15.996226415094341,-9.9,25.200000000000003,79.02075471698114
3,-1.7037735849056608,20.649056603773577,-6.800000000000001,27.700000000000003,109.24528301886792
4,2.9,26.13962264150942,-4.2,31.5,122.96603773584904
5,8.361538461538462,30.17254901960784,1.5,36.300000000000004,153.51153846153846
6,14.47692307692308,31.89615384615384,7.300000000000001,37.1,325.6365384615384
7,20.60727272727273,35.318518518518516,13.4,39.300000000000004,323.7169811320754
8,21.001785714285717,35.801818181818184,14.4,39.900000000000006,182.8481481481481
9,15.084905660377354,32.69056603773584,5.9,38.0,159.05471698113206
10,7.483018867924527,27.745283018867923,-0.2,35.7,85.56346153846154
11,1.2269230769230768,22.54807692307692,-3.8000000000000003,29.6,66.82499999999996
12,-2.8019230769230767,16.18653846153846,-6.9,24.700000000000003,51.50576923076921
