MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-1.755882352941177,10.588235294117643,-9.200000000000001,13.600000000000001,82.57352941176471
2,-1.2352941176470589,10.393939393939396,-8.700000000000001,14.5,60.67058823529411
3,-0.16764705882352945,12.811764705882352,-6.5,19.1,60.73235294117647
4,0.8058823529411768,15.88823529411765,-4.5,23.3,48.07647058823529
5,4.276470588235294,20.191176470588236,-1.2000000000000002,26.6,45.93823529411765
6,7.28529411764706,22.28823529411765,2.0,33.5,49.70588235294118
7,9.697058823529414,24.102941176470587,4.800000000000001,32.6,39.44411764705883
8,9.497058823529413,23.620588235294115,4.4,32.9,48.26470588235294
9,7.141176470588235,20.708823529411767,1.7000000000000002,26.3,64.06176470588235
10,3.9151515151515146,17.21515151515151,-2.3000000000000003,22.400000000000002,86.97575757575758
11,0.4212121212121212,13.878787878787877,-6.5,17.5,91.24545454545455
12,-1.3151515151515152,11.687878787878788,-8.9,15.3,88.88787878787878
