MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-5.25,7.283333333333332,-17.8,13.100000000000001,34.9
2,-5.533333333333334,8.9,-15.0,15.0,39.68333333333334
3,-4.4,13.933333333333332,-17.2,20.0,35.949999999999996
4,-0.3666666666666667,18.26666666666667,-3.0,26.0,51.383333333333326
5,4.957142857142857,24.24285714285714,0.0,31.1,52.54285714285714
6,8.414285714285715,27.042857142857144,5.0,32.2,52.28571428571429
7,10.4,29.22,7.800000000000001,33.9,69.72
8,11.466666666666669,31.03333333333333,7.800000000000001,36.2,53.28333333333334
9,5.779999999999999,24.660000000000004,1.1,32.0,33.620000000000005
10,0.9200000000000002,16.84,-2.2,22.200000000000003,78.86
11,-1.6500000000000001,11.116666666666667,-8.9,16.1,52.63333333333333
12,-6.220000000000001,8.0,-12.5,13.0,69.23999999999998
