MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,22.694285714285712,31.881818181818186,14.9,35.6,46.51666666666666
2,22.67222222222223,31.614285714285714,19.5,38.2,63.70869565217391
3,22.39189189189189,32.620000000000005,19.6,35.0,60.58333333333334
4,22.305714285714295,33.567647058823525,19.200000000000003,35.800000000000004,38.5
5,21.647222222222222,33.705714285714286,18.0,35.6,14.899999999999999
6,20.814285714285717,33.32941176470588,16.8,35.6,13.15
7,19.59142857142858,33.1235294117647,16.8,35.0,2.5583333333333336
8,19.544444444444444,33.95588235294118,14.4,37.4,16.658333333333335
9,20.819444444444446,35.33714285714286,14.200000000000001,37.4,5.821428571428571
10,22.05142857142857,35.96764705882352,15.0,38.6,8.242857142857142
11,22.951428571428576,35.273529411764706,19.0,39.0,38.464705882352945
12,22.7235294117647,33.10294117647059,19.0,38.0,51.347368421052636
