PERIOD_START,YEAR,MONTH,TMIN_P10,TMIN_P90,TMIN_MIN,TMIN_MAX,TMIN_SUM,TMAX_P10,TMAX_P90,TMAX_MIN,TMAX_MAX,TMAX_SUM,PRCP_P10,PRCP_P90,PRCP_MIN,PRCP_MAX,PRCP_SUM,TMIN_ENTRY_COUNT,TMAX_ENTRY_COUNT,PRCP_ENTRY_COUNT
1992-08-01,1992,8,25.70,27.70,25.20,27.90,584.10,30.50,33.40,27.50,34.70,987.90,0.00,1199.00,0,1600,9437,22,31,30
1992-09-01,1992,9,24.20,28.50,23.80,28.90,628.00,29.50,33.60,27.00,34.30,949.10,0.00,599.00,0,1730,5756,24,30,29
1992-10-01,1992,10,19.80,23.10,19.10,24.80,468.50,27.40,30.60,26.30,32.20,886.70,0.00,5.00,0,940,1846,22,31,31
1992-11-01,1992,11,13.40,20.30,12.20,21.20,361.80,21.20,28.60,20.00,28.90,751.60,0.00,0.00,0,71,74,21,30,30
1992-12-01,1992,12,,,,,,19.30,26.20,15.80,28.80,697.60,0.00,130.00,0,201,626,,30,31
1993-01-01,1993,1,,,,,,11.50,22.90,8.70,26.80,530.50,0.00,30.00,0,89,271,,29,31
1993-02-01,1993,2,,,,,,18.80,24.00,16.90,24.60,597.90,0.00,0.00,0,5,10,,28,28
1993-03-01,1993,3,12.70,20.80,11.00,23.20,366.40,17.10,27.50,14.80,28.40,678.90,0.00,20.00,0,381,520,22,31,31
1993-04-01,1993,4,,,,,,18.90,28.20,17.70,29.30,702.70,0.00,140.00,0,399,1217,,29,30
1993-05-01,1993,5,21.70,25.50,20.30,25.90,545.70,26.30,30.80,23.20,31.80,835.60,0.00,290.00,0,640,3077,23,29,31
1993-06-01,1993,6,,,,,,29.10,31.90,26.10,32.20,882.60,0.00,201.00,0,1379,4607,,29,30
1993-07-01,1993,7,23.40,27.90,20.70,28.10,603.60,30.80,32.20,29.00,32.90,977.40,0.00,201.00,0,511,1549,23,31,31
1993-08-01,1993,8,24.80,27.20,20.60,27.50,587.10,29.30,32.60,27.00,32.70,962.10,0.00,160.00,0,361,1710,23,31,31
1993-09-01,1993,9,,,,,,28.00,31.90,23.60,32.70,875.10,0.00,551.00,0,1641,5472,,29,30
1993-10-01,1993,10,21.30,23.80,16.20,23.90,486.20,25.50,29.20,23.10,29.70,775.90,0.00,10.00,0,650,782,22,28,31
1993-11-01,1993,11,,,,,,20.90,28.10,19.10,29.90,695.30,0.00,30.00,0,691,1191,,28,30
1993-12-01,1993,12,,,,,,15.10,24.40,13.40,27.20,611.90,0.00,20.00,0,51,142,,30,31
1994-01-01,1994,1,,,,,,15.20,25.20,10.70,27.20,598.90,0.00,0.00,0,0,0,,29,31
1994-02-01,1994,2,,,,,,14.40,24.20,13.40,27.00,511.30,0.00,41.00,0,201,405,,26,28
1994-03-01,1994,3,,,,,,15.50,25.40,14.90,26.10,601.50,0.00,10.00,0,150,208,,29,30
1994-04-01,1994,4,18.30,24.70,17.50,26.70,453.10,24.20,31.10,19.40,31.80,838.50,0.00,10.00,0,20,83,21,30,30
1994-05-01,1994,5,21.60,26.80,21.20,27.10,591.80,27.50,32.20,25.10,32.60,933.90,0.00,109.00,0,589,1216,24,31,31
1994-06-01,1994,6,,,,,,27.80,31.80,26.60,32.70,863.30,0.00,259.00,0,800,2646,,29,30
1994-07-01,1994,7,,,,,,28.10,32.90,25.00,34.30,882.80,0.00,729.00,0,3200,10552,,29,30
1994-08-01,1994,8,,,,,,27.90,32.40,25.80,33.40,909.50,0.00,579.00,0,1300,6384,,30,31
1994-09-01,1994,9,,,,,,27.60,31.50,25.30,32.60,893.50,0.00,279.00,0,660,3112,,30,30
1994-10-01,1994,10,,,,,,24.20,30.90,22.60,32.40,877.80,0.00,0.00,0,41,56,,31,31
1994-11-01,1994,11,19.10,21.50,19.00,21.80,481.20,25.70,28.80,24.20,29.30,819.70,0.00,0.00,0,5,5,24,30,30
1994-12-01,1994,12,,,,,,19.80,25.80,17.10,27.60,666.60,0.00,71.00,0,671,1252,,30,30
1995-01-01,1995,1,,,,,,14.00,23.90,11.80,25.30,590.40,0.00,20.00,0,71,192,,31,31
1995-02-01,1995,2,,,,,,14.90,21.20,13.60,23.30,494.50,0.00,51.00,0,160,390,,28,28
1995-03-01,1995,3,12.90,19.10,11.70,19.80,345.80,16.40,24.40,15.20,26.20,607.30,0.00,20.00,0,160,373,22,29,31
1995-04-01,1995,4,,,,,,18.30,29.50,16.70,29.90,706.10,0.00,41.00,0,531,942,,28,30
1995-05-01,1995,5,20.80,26.40,20.20,27.50,518.50,24.60,32.50,22.10,33.40,889.50,0.00,41.00,0,130,318,22,31,31
1995-06-01,1995,6,,,,,,29.30,32.60,27.00,33.60,938.80,0.00,249.00,0,841,2474,,30,30
1995-07-01,1995,7,22.00,27.70,13.80,28.20,645.60,27.80,32.40,25.30,33.40,918.90,0.00,599.00,0,1219,6457,26,30,31
1995-08-01,1995,8,22.10,26.20,14.40,26.50,526.40,27.70,32.10,25.20,34.10,872.70,0.00,879.00,0,2050,9856,22,29,31
1995-09-01,1995,9,23.40,26.90,22.10,27.00,580.80,29.00,32.70,24.80,33.80,919.90,0.00,109.00,0,650,1213,23,30,30
1995-10-01,1995,10,,,,,,26.10,29.30,24.90,31.20,864.80,0.00,160.00,0,2461,4676,,31,31
