MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-2.2209302325581404,9.553488372093023,69.98333333333333
2,-1.5886363636363634,10.404545454545458,62.433333333333344
3,0.3568181818181818,13.793181818181814,51.81000000000001
4,2.725581395348837,18.090697674418603,40.475862068965526
5,6.339534883720931,22.05813953488372,58.19310344827586
6,9.662790697674415,24.013953488372096,61.348275862068974
7,12.24761904761905,25.340476190476195,76.12068965517241
8,12.160465116279068,26.011627906976745,95.6607142857143
9,9.660465116279068,22.716279069767438,90.45
10,5.272093023255813,18.23023255813953,88.58333333333331
11,1.6232558139534887,13.383720930232558,97.41333333333334
12,-1.155813953488372,10.451162790697675,85.24000000000001
