MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,19.728125000000002,33.99687499999999,12.8,37.1,6.125
2,19.225,34.78750000000001,7.300000000000001,39.0,1.990625
3,20.741935483870964,35.91612903225807,2.8000000000000003,39.0,15.654838709677414
4,22.572222222222216,37.01944444444444,13.100000000000001,41.5,0.5857142857142857
5,23.333333333333332,37.70312500000001,7.800000000000001,40.6,35.78787878787878
6,22.936111111111106,36.449999999999996,17.0,40.2,198.76000000000002
7,23.51621621621622,36.52162162162163,17.2,39.0,85.88918918918921
8,23.520588235294117,36.66764705882354,17.8,40.400000000000006,105.74411764705883
9,23.066666666666666,35.516666666666666,12.200000000000001,38.900000000000006,156.21714285714285
10,22.951612903225804,35.23870967741935,17.2,38.900000000000006,63.08387096774194
11,21.542857142857144,34.70714285714286,15.600000000000001,39.7,2.9851851851851854
12,20.334375,33.875,13.9,60.300000000000004,5.9064516129032265
