MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-0.16785714285714287,13.128846153846156,87.63571428571429
2,-0.017857142857142853,13.627450980392156,94.53928571428573
3,2.4767857142857146,16.313725490196084,147.10892857142858
4,7.117857142857142,20.068627450980394,131.4232142857143
5,11.991071428571429,23.098,132.92321428571427
6,15.52857142857143,25.62745098039215,163.21428571428572
7,18.883928571428573,29.310000000000006,121.8125
8,21.366071428571427,30.528846153846153,110.5357142857143
9,18.66545454545455,28.822000000000003,210.6854545454545
10,12.763636363636367,24.114000000000004,246.3109090909091
11,6.776363636363634,20.417647058823523,135.0618181818182
12,1.7109090909090912,15.899999999999999,84.27272727272727
