MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,1.5267857142857142,21.249056603773585,-4.4,30.400000000000002,61.11607142857141
2,3.6999999999999997,24.403703703703716,-2.9000000000000004,33.7,97.41964285714288
3,6.6678571428571445,28.074074074074073,-2.3000000000000003,35.6,178.2446428571429
4,11.778571428571428,31.1622641509434,4.4,37.1,199.4910714285714
5,16.35535714285714,33.16981132075471,9.5,37.6,259.21964285714284
6,20.29464285714286,35.23773584905661,12.700000000000001,38.300000000000004,235.32321428571436
7,22.855357142857148,37.24716981132076,20.200000000000003,41.2,113.85535714285717
8,22.47499999999999,36.71346153846153,16.7,40.400000000000006,155.74821428571428
9,18.998181818181813,34.840384615384615,13.0,38.900000000000006,101.88909090909094
10,13.00181818181818,31.186792452830186,2.4000000000000004,39.1,51.23999999999998
11,7.447272727272727,26.485185185185188,-1.7000000000000002,34.9,58.06363636363636
12,1.8000000000000003,21.811538461538454,-6.0,30.3,46.165454545454544
