MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-4.375,7.45,-10.3,11.0,30.875000000000004
2,-4.9,8.1,-7.0,22.0,22.275000000000002
3,-3.1,14.575,-5.0,21.0,27.900000000000002
4,-1.375,18.075,-4.0,25.0,26.075000000000003
5,3.38,24.46,-1.0,28.400000000000002,32.3
6,7.12,28.840000000000003,1.0,33.0,30.619999999999997
7,10.75,28.45,7.0,35.2,58.2
8,8.9,32.3,5.0,37.2,38.650000000000006
9,4.666666666666667,23.766666666666666,1.0,32.0,34.03333333333333
10,-1.3333333333333333,14.233333333333334,-5.0,23.0,54.800000000000004
11,-2.4,10.875,-6.0,14.0,51.274999999999984
12,-5.05,9.15,-12.0,13.0,58.375
