DAY,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM,MONTH,DAY_OF_MONTH
1,-0.48,8.56,-8.00,17.50,0.50,1,1
2,-0.50,8.88,-8.00,15.90,24.45,1,2
3,-0.22,8.70,-7.70,16.60,1.50,1,3
4,-1.05,8.44,-9.00,15.20,7.36,1,4
5,-0.65,7.33,-9.70,15.30,19.86,1,5
6,-0.37,8.50,-8.60,14.60,34.24,1,6
7,0.07,8.27,-6.80,17.20,69.28,1,7
8,-0.64,8.36,-12.20,15.00,39.29,1,8
9,-1.06,7.54,-10.20,14.50,7.93,1,9
10,-0.99,7.52,-10.10,18.00,7.38,1,10
11,-1.75,7.75,-8.80,16.40,15.80,1,11
12,-1.30,7.52,-9.40,16.20,18.86,1,12
13,-1.16,6.78,-17.10,16.50,34.44,1,13
14,-1.38,6.94,-9.50,16.00,83.19,1,14
15,-1.69,8.22,-10.30,16.80,50.17,1,15
16,-1.66,7.48,-12.80,15.60,26.92,1,16
17,-1.39,8.10,-7.80,14.60,48.67,1,17
18,-1.19,7.60,-10.00,13.30,22.50,1,18
19,-1.37,6.98,-6.90,12.70,19.27,1,19
20,-1.19,7.19,-9.00,15.60,30.62,1,20
21,-1.90,7.50,-17.90,14.90,38.86,1,21
22,-0.88,6.65,-8.90,13.30,35.57,1,22
23,-1.36,7.48,-9.00,14.20,39.11,1,23
24,-3.52,6.79,-18.90,14.50,34.50,1,24
25,-2.29,7.78,-12.00,15.30,5.08,1,25
26,-2.57,7.69,-9.90,15.00,31.44,1,26
27,-1.42,7.80,-8.60,15.00,30.33,1,27
28,-1.33,7.98,-7.60,14.00,46.60,1,28
29,-1.23,8.00,-10.40,15.80,26.38,1,29
30,-1.95,7.53,-11.50,14.60,11.53,1,30
31,-1.36,7.59,-10.00,15.50,23.29,1,31
32,-1.54,7.65,-12.20,16.80,75.73,2,1
33,-1.48,7.55,-9.90,16.50,9.21,2,2
34,-2.09,7.52,-10.70,15.00,38.33,2,3
35,-0.88,8.26,-9.60,18.00,16.20,2,4
36,0.22,9.25,-7.00,17.50,23.90,2,5
37,-0.01,9.33,-7.10,19.20,7.00,2,6
38,-0.20,9.35,-9.60,16.60,6.47,2,7
39,-1.16,7.84,-10.70,16.60,27.94,2,8
40,-1.54,8.73,-8.00,19.00,41.77,2,9
41,-0.85,9.12,-5.80,18.20,34.44,2,10
42,-0.21,9.56,-6.00,15.70,17.00,2,11
43,0.57,9.39,-6.00,20.30,40.57,2,12
44,0.52,10.08,-7.70,18.70,101.15,2,13
45,2.20,10.44,-5.20,19.50,61.94,2,14
46,1.45,10.25,-8.00,16.00,41.31,2,15
47,0.25,9.23,-13.00,15.00,57.00,2,16
48,-0.57,9.56,-12.00,17.60,32.53,2,17
49,0.29,9.41,-7.20,17.20,37.69,2,18
50,0.66,10.65,-7.20,20.00,145.80,2,19
51,1.46,10.55,-7.40,18.50,65.00,2,20
52,0.58,9.89,-7.80,20.00,28.80,2,21
53,0.72,10.89,-7.00,17.10,72.72,2,22
54,2.05,10.84,-10.80,16.40,39.88,2,23
55,2.14,10.23,-8.40,18.40,36.27,2,24
56,1.19,10.39,-6.00,18.00,96.28,2,25
57,1.68,10.71,-11.00,16.50,53.53,2,26
58,2.25,10.75,-11.00,18.80,32.64,2,27
59,2.87,11.60,-5.80,18.40,40.32,2,28
60,2.11,10.63,-4.20,16.20,79.00,2,29
61,1.48,10.37,-5.40,15.30,40.78,3,1
62,1.54,11.15,-5.00,17.30,44.19,3,2
63,2.21,11.57,-2.90,20.10,22.36,3,3
64,3.06,11.45,-3.60,18.00,95.00,3,4
65,3.60,12.10,-10.00,18.70,81.39,3,5
66,3.22,12.36,-3.00,20.20,51.95,3,6
