DAY,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM,MONTH,DAY_OF_MONTH
1,2.89,10.63,-2.20,17.20,13.53,1,1
2,2.49,10.11,-2.20,15.00,9.88,1,2
3,2.08,10.25,-2.20,17.20,18.97,1,3
4,2.38,9.76,-2.80,14.40,28.41,1,4
5,1.46,8.61,-3.30,15.00,22.65,1,5
6,1.77,9.34,-2.20,15.00,18.58,1,6
7,1.99,10.60,-2.80,16.10,33.09,1,7
8,2.36,10.58,-2.20,16.70,26.97,1,8
9,2.27,9.53,-2.20,16.10,23.24,1,9
10,2.06,9.86,-2.20,16.10,12.21,1,10
11,1.65,9.49,-2.20,16.10,19.26,1,11
12,1.59,10.03,-2.20,16.10,7.32,1,12
13,1.55,8.90,-2.20,13.90,11.18,1,13
14,1.26,8.92,-2.20,13.90,20.00,1,14
15,1.14,8.94,-4.40,13.90,24.09,1,15
16,1.31,9.64,-3.30,19.40,7.12,1,16
17,1.24,9.41,-3.90,13.90,21.35,1,17
18,1.37,9.62,-2.20,13.90,23.58,1,18
19,1.25,8.64,-1.70,13.90,16.29,1,19
20,1.39,9.36,-2.20,17.20,23.68,1,20
21,1.24,9.16,-3.30,14.40,31.62,1,21
22,0.96,8.56,-5.00,13.90,20.82,1,22
23,0.99,9.31,-3.30,16.10,21.15,1,23
24,0.98,8.59,-3.90,15.60,47.38,1,24
25,1.18,9.18,-5.00,16.70,15.26,1,25
26,1.35,9.31,-2.80,15.60,18.03,1,26
27,1.01,9.37,-2.80,17.20,5.15,1,27
28,0.49,8.74,-2.80,13.90,2.50,1,28
29,0.74,8.99,-4.40,16.10,20.56,1,29
30,1.15,9.04,-2.80,16.10,9.76,1,30
31,0.14,8.30,-3.90,13.30,28.18,1,31
32,0.74,8.30,-2.80,13.90,28.91,2,1
33,0.72,8.30,-5.00,14.40,12.24,2,2
34,0.41,8.49,-2.80,17.20,13.82,2,3
35,1.08,9.16,-3.90,15.00,20.26,2,4
36,1.52,9.41,-3.90,15.00,22.82,2,5
37,1.34,9.53,-3.90,20.00,13.56,2,6
38,1.23,9.80,-5.00,17.80,8.00,2,7
39,1.16,9.64,-5.00,16.10,30.91,2,8
40,1.37,9.41,-3.90,16.10,10.59,2,9
41,1.16,9.30,-3.90,17.20,36.06,2,10
42,1.27,10.21,-2.80,20.00,15.59,2,11
43,1.57,10.03,-3.90,16.10,22.06,2,12
44,1.61,10.82,-2.20,16.70,18.21,2,13
45,2.11,10.52,-2.80,17.20,17.00,2,14
46,1.83,10.18,-4.40,17.20,33.97,2,15
47,1.83,10.26,-6.10,17.20,51.76,2,16
48,2.28,9.53,-7.20,15.60,41.68,2,17
49,2.14,10.13,-4.40,15.00,29.06,2,18
50,2.54,10.55,-5.00,16.10,66.56,2,19
51,2.74,10.75,-1.10,18.30,18.35,2,20
52,2.19,10.13,-2.80,17.80,30.18,2,21
53,2.46,9.98,-3.30,18.30,38.79,2,22
54,2.94,10.51,-3.90,16.10,65.38,2,23
55,2.34,9.76,-3.90,16.10,34.68,2,24
56,2.18,9.97,-3.90,18.90,26.82,2,25
57,2.45,9.67,-7.20,16.10,24.35,2,26
58,1.85,10.29,-7.20,17.20,18.79,2,27
59,2.39,10.72,-6.10,18.30,54.44,2,28
60,3.20,10.77,-2.20,16.10,130.25,2,29
61,3.17,10.09,-2.80,17.80,54.79,3,1
62,2.46,10.51,-2.20,17.80,31.44,3,2
63,2.41,10.44,-1.10,13.90,19.09,3,3
64,1.85,10.66,-3.30,17.20,31.18,3,4
65,2.77,10.82,-4.40,17.80,44.21,3,5
66,2.79,12.12,-1.10,20.00,14.38,3,6
67,2.81,12.14,-2.20,21.70,40.79,3,7
68,2.61,11.86,-1.10,17.80,41.24,3,8
69,3.31,12.74,-1.70,21.70,41.32,3,9
70,4.02,12.33,-1.10,18.90,45.35,3,10
71,3.45,12.14,-1.10,18.30,56.03,3,11
72,3.12,11.71,-1.70,16.10,23.24,3,12
73,3.46,11.72,-2.20,17.20,37.53,3,13
74,3.89,12.16,-1.10,18.90,54.68,3,14
75,4.62,12.42,-1.10,18.90,77.68,3,15
76,4.12,12.19,0.00,21.10,53.62,3,16
77,5.04,12.56,1.10,18.90,58.38,3,17
78,4.10,13.10,0.60,19.40,20.00,3,18
79,3.77,13.09,-0.60,21.10,36.53,3,19
80,4.90,13.94,-2.80,22.20,41.47,3,20
81,4.81,13.00,-1.10,20.60,51.06,3,21
82,5.12,13.16,-1.10,21.10,79.18,3,22
83,5.71,13.65,-1.10,18.90,45.35,3,23
84,5.51,13.51,0.60,18.90,66.53,3,24
85,5.13,13.17,0.60,18.90,45.68,3,25
86,5.29,13.36,1.10,20.00,34.47,3,26
87,5.39,13.92,0.00,18.30,50.97,3,27
88,6.27,14.71,1.70,22.80,48.35,3,28
89,7.25,14.62,2.20,20.60,79.71,3,29
90,7.63,15.69,1.10,23.30,64.29,3,30
91,7.44,15.55,2.20,20.00,20.91,3,31
92,6.02,14.43,1.10,21.70,59.29,4,1
93,6.50,15.21,1.70,23.30,35.59,4,2
94,6.41,15.42,1.10,23.30,41.82,4,3
95,6.67,15.23,1.10,20.00,68.59,4,4
96,7.14,17.44,1.70,21.70,25.18,4,5
97,8.22,16.99,2.80,21.10,65.38,4,6
98,9.36,16.25,2.20,20.60,65.68,4,7
99,9.03,17.68,2.20,22.80,72.97,4,8
100,9.03,16.92,2.20,26.70,54.06,4,9
101,8.97,17.44,2.20,25.00,54.94,4,10
102,8.83,17.30,2.20,23.30,59.82,4,11
103,8.95,17.44,2.80,23.90,79.26,4,12
104,9.10,17.91,2.20,22.80,54.41,4,13
105,8.89,17.47,2.20,22.20,70.94,4,14
106,9.69,18.52,6.10,23.90,104.18,4,15
107,9.96,18.79,3.90,23.90,38.65,4,16
108,9.74,18.91,3.90,23.30,50.88,4,17
109,10.85,18.81,4.40,23.90,46.32,4,18
110,10.04,18.46,3.90,24.40,85.71,4,19
111,10.61,18.84,3.90,26.10,69.09,4,20
112,10.74,18.44,2.80,22.80,80.62,4,21
113,10.77,19.07,4.40,29.40,75.06,4,22
114,10.46,19.59,5.00,22.80,44.53,4,23
115,10.94,19.21,4.40,24.40,45.00,4,24
116,10.90,19.80,3.90,27.80,41.35,4,25
117,10.82,20.04,6.10,23.90,44.82,4,26
118,10.95,20.28,5.00,26.10,41.06,4,27
119,11.98,20.33,6.70,26.10,46.59,4,28
120,12.19,20.63,6.10,28.30,99.62,4,29
121,12.17,20.38,7.80,25.00,88.79,4,30
122,12.71,20.34,6.10,26.10,70.29,5,1
123,12.91,20.79,6.10,26.10,99.35,5,2
124,12.32,20.49,7.20,25.00,62.50,5,3
125,12.87,20.05,6.10,27.20,68.15,5,4
126,12.59,20.76,5.00,25.60,22.71,5,5
127,12.57,20.84,7.20,29.40,74.09,5,6
128,12.92,21.24,7.20,25.60,75.62,5,7
129,12.98,21.71,8.90,27.80,108.29,5,8
130,13.31,22.27,8.30,27.20,30.97,5,9
131,13.52,22.14,8.90,27.20,37.97,5,10
132,13.94,22.00,8.90,27.80,79.71,5,11
133,13.51,22.19,8.90,27.20,43.62,5,12
134,14.31,21.93,10.00,27.80,83.74,5,13
135,14.18,21.73,10.00,27.20,136.82,5,14
136,13.56,21.78,7.80,26.10,105.44,5,15
137,13.46,21.63,7.20,28.30,72.50,5,16
138,13.28,22.11,8.30,27.80,27.21,5,17
139,13.35,21.84,8.90,27.20,56.38,5,18
140,14.23,22.21,8.90,26.70,99.97,5,19
141,14.54,22.56,8.90,27.20,56.26,5,20
142,14.49,23.19,7.80,28.90,67.62,5,21
143,14.44,22.49,10.00,27.80,40.62,5,22
144,14.43,23.26,10.00,26.70,31.53,5,23
145,15.19,23.87,11.10,27.20,23.47,5,24
146,15.06,23.46,11.10,27.20,39.24,5,25
147,15.44,23.77,8.90,28.30,26.41,5,26
148,15.01,24.02,11.10,30.60,35.50,5,27
149,15.40,23.75,11.10,27.80,24.97,5,28
150,16.49,23.12,12.20,27.80,55.53,5,29
151,16.20,23.48,12.20,27.80,54.38,5,30
152,16.26,24.20,10.00,28.90,79.35,5,31
153,16.44,24.84,11.10,28.90,31.71,6,1
154,16.41,23.67,12.20,27.20,108.59,6,2
155,16.82,24.58,12.80,28.90,51.97,6,3
156,17.00,24.92,12.80,32.20,52.26,6,4
157,16.70,24.63,13.30,29.40,44.29,6,5
158,16.85,24.97,12.80,28.90,23.29,6,6
159,17.42,24.94,13.90,28.90,68.91,6,7
160,17.77,24.63,13.90,28.30,100.91,6,8
161,18.06,25.41,13.90,31.70,81.09,6,9
162,18.03,24.81,13.90,28.90,86.82,6,10
163,18.37,25.43,15.00,28.90,70.53,6,11
164,17.82,24.56,12.80,28.90,69.62,6,12
165,18.32,25.39,15.60,29.40,78.15,6,13
166,18.37,25.11,14.40,30.00,74.59,6,14
167,18.31,25.03,12.80,30.00,120.32,6,15
168,18.37,25.36,15.00,30.00,78.15,6,16
169,19.15,25.67,16.10,31.10,61.24,6,17
170,19.48,25.75,17.20,28.90,77.26,6,18
171,19.29,26.23,15.00,32.20,107.12,6,19
172,19.53,25.93,15.00,32.20,115.91,6,20
173,19.49,25.29,13.90,30.00,87.21,6,21
174,19.26,25.18,15.00,32.20,93.32,6,22
175,19.59,24.72,15.00,32.20,167.03,6,23
176,19.56,25.65,15.00,32.20,157.21,6,24
177,20.03,25.67,15.00,29.40,139.94,6,25
178,20.55,26.63,17.20,32.20,177.24,6,26
179,20.37,26.60,15.60,32.20,107.56,6,27
180,20.37,26.50,13.90,32.20,184.06,6,28
181,20.40,26.51,16.10,32.20,91.71,6,29
182,20.67,26.69,15.00,31.10,139.47,6,30
183,20.81,26.58,17.20,32.20,134.06,7,1
184,21.23,27.35,17.80,32.80,154.21,7,2
