MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-3.5571428571428574,10.492857142857146,85.62857142857146
2,-4.0,11.292307692307691,70.36153846153847
3,-2.0000000000000004,15.153846153846153,57.0
4,-0.20833333333333334,19.258333333333333,47.73636363636364
5,3.253846153846154,23.569230769230767,67.06153846153846
6,7.138461538461538,26.461538461538467,73.55384615384615
7,8.971428571428573,28.02857142857143,1101.1214285714289
8,9.1,27.73571428571429,1291.2642857142855
9,5.885714285714287,24.492857142857144,65.01428571428572
10,3.2071428571428577,19.328571428571433,80.65714285714284
11,-0.4416666666666668,13.575000000000001,60.64166666666666
12,-1.9785714285714282,11.17857142857143,95.44285714285716
