PERIOD_START,YEAR,MONTH,TMIN_P10,TMIN_P90,TMIN_MIN,TMIN_MAX,TMIN_SUM,TMAX_P10,TMAX_P90,TMAX_MIN,TMAX_MAX,TMAX_SUM,PRCP_P10,PRCP_P90,PRCP_MIN,PRCP_MAX,PRCP_SUM,TMIN_ENTRY_COUNT,TMAX_ENTRY_COUNT,PRCP_ENTRY_COUNT
1992-11-01,1992,11,21.80,23.30,21.40,23.50,495.80,,,,,,,,,,,22,,
1992-12-01,1992,12,22.10,23.00,21.20,24.70,541.40,,,,,,,,,,,24,,
1993-04-01,1993,4,22.50,23.70,22.10,24.30,504.00,,,,,,,,,,,22,,
1993-08-01,1993,8,21.50,23.50,20.50,25.30,561.90,,,,,,,,,,,25,,
1996-03-01,1996,3,21.20,23.00,20.00,23.40,570.30,,,,,,,,,,,26,,
1996-10-01,1996,10,21.60,23.00,21.00,23.30,557.70,,,,,,,,,,,25,,
1996-11-01,1996,11,21.10,23.60,20.20,25.40,474.20,,,,,,,,,,,21,,
1998-04-01,1998,4,20.30,22.60,19.90,23.50,492.80,,,,,,,,,,,23,,
1998-05-01,1998,5,20.70,24.00,20.10,24.40,492.40,,,,,,,,,,,22,,
1998-06-01,1998,6,19.80,23.00,19.60,23.20,449.50,,,,,,,,,,,21,,
1998-08-01,1998,8,20.60,23.00,19.80,23.40,519.10,,,,,,,,,,,24,,
1999-09-01,1999,9,21.70,22.70,21.60,24.10,469.20,,,,,,,,,,,21,,
2006-06-01,2006,6,22.80,24.40,22.00,24.60,588.20,,,,,,,,,,,25,,
2006-08-01,2006,8,22.30,24.20,21.00,24.60,512.50,,,,,,,,,,,22,,
2006-09-01,2006,9,22.80,24.00,22.20,24.60,512.00,,,,,,,,,,,22,,
2006-10-01,2006,10,23.00,24.40,22.40,25.00,540.80,,,,,,,,,,,23,,
2006-11-01,2006,11,22.60,24.40,22.10,25.00,631.10,,,,,,,,,,,27,,
2007-01-01,2007,1,23.00,24.40,22.00,25.20,569.50,,,,,,,,,,,24,,
2007-02-01,2007,2,22.20,24.50,21.60,25.20,468.90,29.60,32.60,28.40,33.80,784.70,,,,,,20,25,
2007-03-01,2007,3,22.80,24.20,22.40,25.00,515.00,29.60,32.60,28.60,33.10,749.70,,,,,,22,24,
2007-04-01,2007,4,23.00,24.40,22.30,24.60,616.90,30.10,32.20,28.50,33.00,872.10,,,,,,26,28,
2007-05-01,2007,5,,,,,,30.40,33.40,28.50,34.20,918.60,,,,,,,29,
2007-06-01,2007,6,23.20,24.20,23.00,24.40,591.90,30.00,34.30,27.80,34.80,788.40,,,,,,25,25,
2007-07-01,2007,7,,,,,,29.40,32.60,26.20,33.00,798.90,,,,,,,26,
2007-08-01,2007,8,,,,,,29.20,32.00,26.80,32.70,856.70,,,,,,,28,
2007-09-01,2007,9,22.20,24.00,21.20,24.20,579.30,28.60,32.20,27.80,32.60,739.00,,,,,,25,24,
2007-10-01,2007,10,22.60,24.00,21.80,24.00,581.40,30.40,33.50,29.90,35.60,872.00,,,,,,25,27,
2007-11-01,2007,11,22.40,24.30,22.30,25.00,514.90,29.50,31.80,26.00,32.90,863.90,,,,,,22,28,
2007-12-01,2007,12,23.00,24.20,21.20,24.50,638.30,30.20,33.40,29.60,33.80,922.60,,,,,,27,29,
2008-01-01,2008,1,22.10,24.40,21.70,25.40,603.90,30.30,32.80,27.00,33.70,851.10,,,,,,26,27,
2008-02-01,2008,2,22.70,24.00,22.10,24.50,514.90,29.80,33.20,26.40,33.60,884.20,,,,,,22,28,
2008-03-01,2008,3,22.80,24.00,22.00,24.00,558.80,30.00,33.00,28.60,34.00,726.70,,,,,,24,23,
2008-04-01,2008,4,,,,,,30.20,32.10,27.20,33.20,712.70,,,,,,,23,
2008-05-01,2008,5,,,,,,30.00,32.50,27.50,33.40,936.60,,,,,,,30,
2008-06-01,2008,6,,,,,,29.80,32.80,29.00,33.60,834.00,,,,,,,27,
2008-07-01,2008,7,22.40,23.20,21.60,23.50,502.50,29.20,31.80,28.40,32.40,821.30,,,,,,22,27,
2008-09-01,2008,9,22.00,23.50,21.20,23.60,501.70,30.00,32.80,28.60,33.60,878.40,,,,,,22,28,
2008-10-01,2008,10,,,,,,29.20,33.60,27.20,34.00,791.00,,,,,,,25,
2008-11-01,2008,11,22.70,24.20,22.00,24.60,514.50,29.60,33.00,28.50,33.20,786.80,,,,,,22,25,
2008-12-01,2008,12,22.60,24.00,22.40,25.00,534.50,30.50,32.80,27.50,33.50,851.90,,,,,,23,27,
2009-01-01,2009,1,22.20,23.60,21.00,24.00,575.00,30.80,33.00,30.20,34.40,893.60,,,,,,25,28,
2009-02-01,2009,2,,,,,,29.60,32.20,26.50,32.80,800.30,,,,,,,26,
2009-03-01,2009,3,22.00,23.50,21.20,23.60,549.10,30.60,32.40,28.60,32.60,816.60,,,,,,24,26,
2009-04-01,2009,4,,,,,,30.20,32.80,25.30,33.00,819.10,,,,,,,26,
2009-05-01,2009,5,,,,,,30.80,33.40,29.80,34.80,898.10,,,,,,,28,
2009-06-01,2009,6,22.60,23.40,21.80,23.80,507.20,29.40,32.40,29.00,32.60,833.90,,,,,,22,27,
2009-07-01,2009,7,,,,,,28.80,31.70,27.80,32.20,914.90,,,,,,,30,
2009-08-01,2009,8,,,,,,29.70,31.80,27.80,33.80,834.00,,,,,,,27,
2009-09-01,2009,9,22.30,23.80,21.80,24.30,513.80,,,,,,,,,,,22,,
2009-10-01,2009,10,,,,,,30.20,33.40,29.20,34.00,727.50,,,,,,,23,
2009-11-01,2009,11,,,,,,30.00,33.60,28.20,35.30,663.80,,,,,,,21,
2010-01-01,2010,1,22.80,24.20,22.60,24.50,517.00,29.60,32.60,27.20,32.70,778.50,,,,,,22,25,
2010-02-01,2010,2,23.00,24.40,22.50,25.00,472.80,30.60,33.00,26.40,33.60,692.40,,,,,,20,22,
2010-03-01,2010,3,22.80,24.80,22.40,25.40,547.40,29.40,32.40,28.60,34.20,746.70,,,,,,23,24,
2010-04-01,2010,4,,,,,,29.50,32.40,28.60,36.20,721.60,,,,,,,23,
2010-05-01,2010,5,23.60,24.60,23.00,25.00,555.20,30.40,33.20,29.20,34.60,862.40,,,,,,23,27,
2010-07-01,2010,7,,,,,,29.40,33.60,29.00,34.40,787.50,,,,,,,25,
2010-08-01,2010,8,22.40,23.80,22.00,24.60,579.00,29.50,33.80,26.90,34.00,779.70,,,,,,25,25,
2010-09-01,2010,9,22.30,23.70,21.30,24.00,531.10,30.00,34.40,29.20,39.80,782.10,,,,,,23,24,
2010-10-01,2010,10,,,,,,30.60,33.20,27.50,33.80,829.40,,,,,,,26,
2010-11-01,2010,11,,,,,,30.80,33.20,29.80,33.60,824.40,,,,,,,26,
2010-12-01,2010,12,,,,,,29.80,32.70,29.20,34.20,755.90,,,,,,,24,
2011-01-01,2011,1,21.20,23.60,20.90,24.20,514.10,30.40,32.60,30.20,33.00,788.80,,,,,,23,25,
2011-02-01,2011,2,20.80,23.10,20.00,23.40,544.70,30.60,32.90,28.90,34.00,730.00,,,,,,25,23,
2011-03-01,2011,3,21.00,23.60,19.90,24.20,487.70,29.40,32.40,26.80,33.40,748.10,,,,,,22,24,
2011-04-01,2011,4,21.00,23.80,20.20,24.60,482.00,29.80,33.00,28.40,34.00,727.70,,,,,,22,23,
2011-05-01,2011,5,20.40,23.00,20.00,23.20,619.70,30.20,32.60,29.20,32.80,847.80,,,,,,29,27,
2011-06-01,2011,6,20.00,21.20,19.60,24.20,618.40,28.00,32.40,26.40,33.80,778.80,,,,,,30,26,
2011-07-01,2011,7,19.20,21.00,19.00,21.20,602.50,27.60,32.60,27.00,33.40,891.30,,,,,,30,29,
2011-08-01,2011,8,19.60,20.40,19.00,23.40,584.20,29.60,31.80,27.80,32.00,832.90,,,,,,29,27,
2011-09-01,2011,9,19.40,23.20,19.40,23.40,526.10,29.40,31.60,27.00,33.20,858.20,,,,,,25,28,
2011-10-01,2011,10,,,,,,30.80,33.60,24.80,34.00,988.90,,,,,,,31,
2011-11-01,2011,11,22.40,24.10,22.20,25.00,517.10,30.00,33.80,26.80,34.40,760.90,,,,,,22,24,
2011-12-01,2011,12,23.00,24.10,23.00,24.50,638.40,30.40,32.80,29.40,33.80,891.60,,,,,,27,28,
2012-01-01,2012,1,22.60,23.80,22.30,25.10,533.80,30.00,32.90,29.40,33.40,879.80,,,,,,23,28,
2012-02-01,2012,2,22.40,23.80,21.90,24.60,534.40,30.50,33.40,28.20,34.20,700.50,,,,,,23,22,
2012-03-01,2012,3,22.20,24.80,21.30,24.80,584.30,30.10,32.60,29.00,33.60,941.30,,,,,,25,30,
2012-04-01,2012,4,22.60,24.20,22.50,24.40,539.40,29.80,33.00,26.60,33.20,790.60,,,,,,23,25,
2012-05-01,2012,5,,,,,,29.50,32.60,28.00,33.00,908.60,,,,,,,29,
2012-06-01,2012,6,22.20,23.80,22.00,24.40,484.10,28.60,32.00,28.00,33.40,742.40,,,,,,21,24,
2012-07-01,2012,7,22.00,23.80,21.00,24.40,524.90,28.20,32.00,26.40,33.20,789.60,,,,,,23,26,
2012-08-01,2012,8,,,,,,29.40,32.00,28.00,34.00,896.50,,,,,,,29,
2012-09-01,2012,9,,,,,,30.00,32.60,26.50,32.80,747.40,,,,,,,24,
2012-10-01,2012,10,23.00,24.40,22.80,24.80,569.90,31.00,33.40,27.40,34.20,900.60,,,,,,24,28,
2012-11-01,2012,11,,,,,,29.80,33.40,26.40,34.00,888.60,,,,,,,28,
2012-12-01,2012,12,23.00,24.20,22.80,25.40,566.40,30.00,33.20,28.00,34.00,863.10,,,,,,24,27,
2013-01-01,2013,1,22.40,24.80,22.00,25.20,543.60,30.30,33.80,28.60,34.20,835.20,,,,,,23,26,
2013-02-01,2013,2,22.40,23.40,21.20,24.00,529.40,29.30,32.20,29.20,32.40,717.80,,,,,,23,23,
2013-03-01,2013,3,22.00,24.20,11.10,24.30,637.70,30.00,32.60,28.00,33.20,907.80,,,,,,28,29,
2013-04-01,2013,4,23.00,24.20,23.00,24.40,520.60,29.20,32.80,28.00,34.30,874.80,,,,,,22,28,
2013-05-01,2013,5,23.00,24.20,22.40,25.00,609.50,,,,,,,,,,,26,,
2013-06-01,2013,6,22.50,24.00,22.00,24.00,487.80,,,,,,,,,,,21,,
2013-07-01,2013,7,22.00,23.50,22.00,23.60,524.30,,,,,,,,,,,23,,
2013-09-01,2013,9,22.50,23.50,22.50,23.50,575.50,,,,,,,,,,,25,,
2013-11-01,2013,11,23.10,25.00,22.00,27.00,600.30,,,,,,,,,,,25,,
2013-12-01,2013,12,23.20,25.00,22.60,25.00,531.40,,,,,,,,,,,22,,
2014-01-01,2014,1,23.40,24.80,22.40,25.40,579.10,,,,,,,,,,,24,,
2014-02-01,2014,2,22.80,25.00,22.40,25.80,544.90,,,,,,,,,,,23,,
2014-03-01,2014,3,22.80,24.60,21.60,25.00,664.10,,,,,,,,,,,28,,
2014-04-01,2014,4,22.80,25.00,22.70,25.80,580.40,,,,,,,,,,,24,,
2014-05-01,2014,5,23.60,25.00,23.20,25.40,629.30,,,,,,,,,,,26,,
2014-06-01,2014,6,23.20,24.60,22.60,25.00,572.20,,,,,,,,,,,24,,
2014-07-01,2014,7,23.00,25.00,22.10,25.20,575.00,,,,,,,,,,,24,,
2014-08-01,2014,8,22.80,24.40,22.00,25.20,519.40,,,,,,,,,,,22,,
2014-09-01,2014,9,22.40,24.20,21.20,24.60,607.10,,,,,,,,,,,26,,
2014-10-01,2014,10,22.20,24.00,21.60,24.20,696.50,,,,,,,,,,,30,,
2014-11-01,2014,11,23.00,24.40,22.80,25.00,545.30,,,,,,,,,,,23,,
2014-12-01,2014,12,22.90,24.60,22.00,24.70,617.20,,,,,,,,,,,26,,
2015-01-01,2015,1,23.00,25.00,22.90,25.40,646.60,,,,,,,,,,,27,,
2015-02-01,2015,2,22.20,24.20,21.80,25.20,580.40,,,,,,,,,,,25,,
2015-03-01,2015,3,22.00,24.00,22.00,24.10,674.00,,,,,,,,,,,29,,
2015-04-01,2015,4,22.60,23.80,21.90,24.40,651.70,30.00,31.70,27.60,31.80,735.10,,,,,,28,24,
2015-05-01,2015,5,23.40,24.20,22.40,24.40,693.50,30.00,32.40,27.90,33.40,876.60,,,,,,29,28,
2015-06-01,2015,6,22.40,24.00,22.20,24.20,577.50,29.00,32.80,27.40,34.40,893.60,,,,,,25,29,
2015-07-01,2015,7,21.20,23.40,20.40,24.40,622.70,29.00,32.00,28.40,32.80,951.80,,,,,,28,31,
2015-08-01,2015,8,22.10,24.20,21.60,24.20,577.00,29.30,32.60,27.00,33.00,673.20,,,,,,25,22,
2015-09-01,2015,9,22.20,24.00,22.00,24.20,512.10,29.60,32.00,27.00,33.20,706.40,,,,,,22,23,
2015-10-01,2015,10,22.20,24.00,22.00,24.80,556.10,30.20,33.40,29.60,33.80,730.30,,,,,,24,23,
2015-11-01,2015,11,23.00,24.20,22.60,24.40,568.00,29.00,32.40,26.80,32.60,800.30,,,,,,24,26,
2015-12-01,2015,12,23.00,24.20,22.50,24.40,712.10,30.00,32.30,28.20,32.60,719.20,,,,,,30,23,
2016-01-01,2016,1,23.00,24.20,22.60,24.60,636.10,,,,,,,,,,,27,,
2016-02-01,2016,2,23.00,24.20,22.50,24.30,491.30,,,,,,,,,,,21,,
2016-05-01,2016,5,24.00,24.90,23.70,25.40,661.10,,,,,,,,,,,27,,
2016-09-01,2016,9,23.00,25.00,23.00,25.20,531.20,,,,,,,,,,,22,,
2016-10-01,2016,10,23.00,24.00,23.00,24.50,515.20,,,,,,,,,,,22,,
2016-11-01,2016,11,23.00,25.00,22.50,25.20,505.90,,,,,,,,,,,21,,
2016-12-01,2016,12,24.00,25.50,24.00,26.20,613.50,31.00,32.90,28.50,34.50,826.30,,,,,,25,26,
2017-01-01,2017,1,22.50,25.50,22.20,26.00,579.00,30.00,32.30,28.40,32.60,751.10,,,,,,24,24,
2017-02-01,2017,2,,,,,,29.60,32.60,28.20,32.80,686.30,,,,,,,22,
2017-03-01,2017,3,23.00,24.00,21.50,24.60,635.60,28.70,32.40,28.40,32.90,706.70,,,,,,27,23,
2017-04-01,2017,4,21.50,24.50,20.50,25.00,536.90,,,,,,,,,,,23,,
2017-06-01,2017,6,23.20,24.50,23.00,24.80,500.30,,,,,,,,,,,21,,
2017-07-01,2017,7,22.50,23.80,22.00,24.00,536.10,,,,,,,,,,,23,,
2017-09-01,2017,9,,,,,,30.10,32.50,29.10,32.80,656.90,,,,,,,21,
2017-10-01,2017,10,23.00,24.20,22.70,24.60,614.00,30.40,32.70,28.90,34.10,851.60,,,,,,26,27,
2017-11-01,2017,11,23.00,24.30,23.00,24.70,542.50,,,,,,,,,,,23,,
2017-12-01,2017,12,23.00,24.70,23.00,24.80,567.90,,,,,,,,,,,24,,
2018-01-01,2018,1,22.80,24.20,22.00,24.30,583.80,,,,,,,,,,,25,,
2018-03-01,2018,3,22.90,24.00,22.70,24.50,536.10,,,,,,,,,,,23,,
2018-05-01,2018,5,22.80,24.00,22.30,25.00,535.10,,,,,,,,,,,23,,
2018-08-01,2018,8,22.50,23.60,22.00,24.00,532.30,,,,,,,,,,,23,,
2018-10-01,2018,10,22.50,24.20,21.50,24.80,535.90,,,,,,,,,,,23,,
2018-11-01,2018,11,22.00,24.50,20.00,26.00,580.40,30.20,32.30,29.30,33.00,660.80,,,,,,25,21,
2018-12-01,2018,12,22.60,25.00,22.10,25.50,665.00,,,,,,,,,,,28,,
