MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-6.53529411764706,5.66,66.05624999999999
2,-5.7,8.313333333333334,57.993333333333325
3,-2.1470588235294117,12.688235294117648,72.7
4,-0.44705882352941173,16.980000000000004,42.15714285714285
5,4.227777777777778,21.658823529411762,42.03529411764707
6,7.747368421052631,23.45,44.544444444444444
7,9.67222222222222,26.007142857142856,40.942857142857136
8,9.710526315789474,25.92666666666667,39.04666666666666
9,7.072222222222222,22.164285714285715,40.462500000000006
10,2.6277777777777778,17.076470588235296,52.56470588235294
11,-1.8944444444444446,10.747058823529414,90.0705882352941
12,-4.833333333333333,7.335294117647059,95.6
