MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-6.042857142857144,10.383333333333335,33.166666666666664
2,-7.014285714285714,12.049999999999999,34.43333333333333
3,-4.285714285714286,15.683333333333335,53.416666666666664
4,-2.6285714285714286,20.883333333333336,35.666666666666664
5,1.2374999999999998,26.55714285714286,41.47142857142858
6,3.4375,28.5,42.800000000000004
7,6.3,29.16666666666667,108.08333333333331
8,3.983333333333333,29.74,45.260000000000005
9,2.0500000000000003,24.000000000000004,44.67999999999999
10,-2.3875,18.216666666666665,41.36666666666667
11,-3.7,11.333333333333334,40.199999999999996
12,-4.3375,9.283333333333333,65.26666666666667
