MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-3.272727272727274,9.732727272727274,410.0727272727272
2,-3.638181818181817,10.67454545454546,256.6254545454545
3,-1.78909090909091,15.792727272727273,178.38000000000002
4,1.3272727272727276,23.40000000000001,91.57454545454543
5,6.974074074074074,27.290566037735847,86.52962962962964
6,12.931481481481475,29.153703703703698,127.6111111111111
7,18.71454545454546,33.1037037037037,197.22545454545454
8,20.04545454545454,34.25370370370371,161.37818181818184
9,14.352830188679242,30.988679245283016,193.71132075471695
10,7.503703703703707,25.068518518518523,209.8759259259259
11,2.311111111111111,20.092592592592588,310.81666666666666
12,-0.942592592592593,14.07777777777778,441.0148148148148
