MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,11.616981132075473,25.261538461538464,19.56415094339623
2,13.026415094339622,28.026415094339633,31.135849056603774
3,15.628301886792448,31.784905660377365,47.7673076923077
4,19.747999999999998,34.275999999999996,87.42999999999996
5,23.03199999999999,35.310204081632655,192.02
6,24.439622641509438,35.44800000000001,216.1433962264151
7,24.441176470588236,35.20980392156862,243.78600000000006
8,24.225490196078436,34.199999999999996,237.62941176470588
9,23.56923076923077,32.86599999999999,257.4442307692308
10,21.247169811320763,30.66415094339624,259.0509433962264
11,17.379999999999995,28.477999999999987,76.51400000000001
12,13.258823529411764,25.380392156862744,38.26666666666667
