MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-5.3999999999999995,7.778571428571427,32.77962962962963
2,-5.094642857142857,8.8,33.45636363636364
3,-2.7642857142857147,12.7625,62.765454545454524
4,1.2482142857142855,18.364285714285707,79.11785714285712
5,7.285454545454546,22.633333333333333,90.63888888888889
6,12.574545454545452,25.43818181818182,92.62181818181818
7,16.66607142857143,29.169090909090922,120.1381818181818
8,18.492857142857144,30.294545454545457,108.18909090909088
9,13.129629629629632,27.187037037037044,139.89811320754717
10,6.0200000000000005,22.163636363636368,108.11296296296298
11,0.45454545454545453,17.15272727272727,58.34150943396227
12,-3.070909090909092,11.349090909090908,32.04150943396226
