MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-1.1645833333333335,10.059574468085108,53.59375000000001
2,-0.9170212765957447,10.370212765957449,38.99347826086957
3,0.30851063829787234,13.025531914893616,41.848936170212774
4,1.8893617021276594,15.427659574468088,38.85106382978723
5,5.093750000000001,18.210416666666664,46.22083333333334
6,7.881250000000001,21.460416666666674,49.57708333333334
7,10.04791666666667,23.4531914893617,50.916666666666664
8,9.960416666666662,23.445833333333336,55.35744680851063
9,7.378260869565218,20.73913043478261,47.72173913043479
10,4.419148936170212,16.991304347826084,57.648936170212785
11,0.8957446808510637,12.760869565217396,57.78723404255321
12,-0.90625,10.733333333333334,55.760416666666664
