MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-4.7846153846153845,11.024999999999999,43.740384615384606
2,-4.756862745098037,13.266666666666666,51.464705882352916
3,-2.95,18.401923076923076,87.92692307692309
4,0.9000000000000001,24.421153846153853,117.79038461538457
5,6.525490196078431,28.35,134.27254901960782
6,12.917647058823528,30.141176470588242,188.2960784313725
7,19.201886792452825,33.47115384615384,223.8396226415094
8,19.80909090909091,34.35555555555556,117.39629629629631
9,13.879245283018868,31.0,170.58490566037733
10,5.990384615384614,25.617307692307683,86.35490196078432
11,0.5423076923076924,19.621153846153852,56.745098039215684
12,-3.2294117647058833,13.411764705882348,42.152941176470584
