MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-4.275000000000001,10.17678571428571,60.31428571428569
2,-3.1803571428571424,12.05892857142857,47.819642857142846
3,-1.3321428571428577,16.237499999999994,48.92678571428574
4,1.0127272727272727,18.996363636363636,66.41636363636364
5,4.781818181818183,22.830909090909092,72.92000000000003
6,8.376363636363637,27.212727272727278,61.2018181818182
7,10.863636363636362,30.434545454545447,43.14000000000001
8,10.81636363636364,30.290909090909096,54.33818181818182
9,7.576363636363635,25.5309090909091,63.981818181818184
10,4.107272727272728,20.183636363636364,78.27636363636363
11,-0.8127272727272729,14.487272727272728,64.39636363636365
12,-3.0163636363636366,11.309090909090905,60.0109090909091
