MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-6.790000000000001,6.615789473684212,60.355
2,-7.019999999999999,8.1,36.56842105263158
3,-3.05,12.38421052631579,50.778947368421065
4,-1.795,16.95,36.550000000000004
5,2.6714285714285717,23.404999999999998,29.310000000000002
6,6.471428571428573,24.561111111111117,40.07368421052631
7,8.995,27.03333333333334,28.25625
8,8.419047619047618,26.747368421052634,30.235000000000003
9,5.235,21.81052631578947,40.73684210526315
10,1.265,17.457894736842103,43.39473684210526
11,-1.8050000000000002,11.37894736842105,56.30499999999999
12,-5.58,8.310526315789474,66.47999999999999
