MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-4.235185185185186,8.981481481481481,95.47592592592594
2,-3.605555555555556,9.257407407407408,73.81296296296296
3,-2.35925925925926,11.983333333333334,71.29074074074076
4,-1.0296296296296295,15.398148148148149,52.424074074074056
5,1.338888888888889,19.712962962962962,61.187037037037044
6,5.027777777777779,21.770370370370383,61.65925925925925
7,7.156603773584905,23.10943396226415,68.01698113207547
8,6.466037735849053,22.05283018867925,78.35192307692309
9,3.918867924528303,18.81698113207547,68.82641509433962
10,0.9528301886792454,14.767307692307693,94.78490566037735
11,-1.8641509433962271,11.364150943396224,89.06226415094338
12,-4.099999999999999,9.669811320754715,102.26981132075473
