MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-1.2320754716981137,10.485714285714288,47.898113207547176
2,-0.7018867924528307,10.659183673469387,36.40377358490565
3,-0.037037037037036986,12.743999999999998,41.449999999999996
4,1.4980769230769229,14.633333333333335,34.338461538461544
5,4.115094339622641,17.579591836734696,45.02830188679247
6,7.415094339622643,20.656000000000002,53.99433962264151
7,9.224528301886789,21.890000000000008,55.80188679245284
8,8.990740740740737,21.49,56.57222222222222
9,6.937735849056603,19.720000000000006,50.596226415094335
10,4.2132075471698105,16.206122448979592,63.564150943396236
11,0.7471698113207548,13.03061224489796,54.3811320754717
12,-1.028301886792453,11.116326530612247,53.683018867924524
