MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,0.48571428571428565,10.5375,87.79642857142858
2,0.5821428571428573,9.958928571428572,64.9982142857143
3,1.0446428571428572,11.082142857142857,65.2107142857143
4,2.2781818181818174,13.592727272727274,54.28363636363636
5,4.972727272727273,17.08909090909091,48.839999999999996
6,7.820000000000002,19.267272727272722,57.30363636363636
7,10.059999999999995,20.670909090909095,58.11090909090908
8,9.840000000000002,19.75636363636365,67.26727272727274
9,8.012727272727272,17.92909090909091,75.6309090909091
10,5.658181818181821,15.494545454545458,103.44363636363636
11,2.1527272727272724,13.014545454545454,99.67999999999999
12,1.018181818181818,11.476363636363637,94.25636363636367
