MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-8.744642857142857,7.060714285714286,57.0607142857143
2,-8.101785714285715,8.292857142857144,53.567857142857164
3,-5.407142857142856,12.746428571428575,55.46785714285712
4,-2.4981818181818176,16.581818181818182,65.61272727272728
5,2.1872727272727275,20.51454545454545,100.02545454545452
6,5.701818181818181,24.100000000000005,110.59272727272722
7,8.016363636363637,26.11454545454545,100.58545454545452
8,7.974545454545454,25.823636363636364,95.86545454545455
9,4.552727272727273,21.890909090909087,65.92727272727272
10,0.42909090909090913,17.758181818181825,69.62363636363638
11,-4.443636363636363,12.154545454545456,65.19272727272727
12,-7.599999999999999,8.412727272727272,63.619999999999976
