MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-6.746428571428572,8.703571428571427,88.1549019607843
2,-6.203571428571428,8.876785714285715,60.27450980392159
3,-4.273214285714286,11.258928571428568,59.91666666666666
4,-2.7163636363636376,14.472727272727273,55.84423076923077
5,-0.54,18.176363636363636,58.584615384615375
6,2.9290909090909083,20.565454545454543,53.840740740740735
7,5.176363636363638,22.083636363636373,61.020370370370394
8,4.294545454545456,21.019999999999992,66.62075471698114
9,1.8745454545454547,18.34909090909091,66.2314814814815
10,-0.8563636363636362,14.303636363636366,96.86296296296298
11,-3.878181818181818,11.261818181818182,85.68490566037738
12,-6.409090909090907,9.576363636363638,85.086
