MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-3.498076923076923,15.78653846153846,53.063461538461524
2,-2.7056603773584906,17.80754716981132,97.99999999999997
3,0.018867924528301747,20.91320754716981,151.0867924528302
4,5.060377358490567,25.100000000000005,187.25471698113205
5,10.542307692307693,28.556862745098037,223.62115384615385
6,15.655769230769234,30.484313725490182,486.2865384615385
7,21.10754716981132,33.83076923076924,378.27924528301884
8,21.585714285714282,33.80181818181819,305.32222222222225
9,16.933962264150946,31.69811320754717,251.78461538461534
10,9.203773584905662,27.856603773584904,115.74339622641509
11,2.6153846153846154,23.190384615384616,79.41153846153846
12,-2.1923076923076916,17.859615384615388,56.67
