MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-7.969811320754714,8.870833333333335,40.502
2,-6.230188679245286,11.30888888888889,43.10833333333332
3,-1.411320754716981,16.630434782608695,54.82708333333335
4,3.386792452830189,24.08125,59.24897959183674
5,9.022641509433964,28.51875,65.32857142857145
6,13.830188679245285,30.12399999999999,82.50800000000001
7,18.10943396226415,32.81063829787236,219.52200000000008
8,18.70566037735849,32.93829787234043,242.53137254901966
9,13.467307692307692,28.253191489361708,197.27872340425532
10,7.203846153846154,24.055319148936164,92.26249999999999
11,0.22115384615384623,19.341666666666665,62.6
12,-5.805769230769231,12.065909090909093,33.1906976744186
