MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-7.904999999999999,4.090000000000001,71.88
2,-7.889999999999999,5.085,60.739999999999995
3,-5.140000000000001,8.994999999999997,77.125
4,-3.565,14.13,60.980000000000004
5,1.5380952380952384,18.852380952380948,71.73333333333335
6,4.9190476190476184,21.48095238095238,83.57619047619048
7,6.980000000000001,23.700000000000003,78.6736842105263
8,7.428571428571427,23.61,51.364999999999995
9,4.635,19.360000000000003,60.36
10,0.4800000000000001,14.475,72.265
11,-4.1800000000000015,8.804999999999998,82.27999999999999
12,-6.960000000000001,5.410000000000001,90.115
