MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-6.435,6.825000000000001,45.63999999999999
2,-6.565,8.075,32.20499999999999
3,-2.6,11.775000000000002,45.275
4,-0.77,16.725,37.36
5,3.3363636363636364,23.05238095238095,38.938095238095244
6,6.895238095238096,25.33809523809524,50.157142857142865
7,9.535000000000002,26.8,54.82222222222222
8,9.261904761904763,27.345000000000006,42.64
9,6.190476190476191,21.389473684210525,48.742105263157896
10,1.7050000000000005,17.41578947368421,53.13157894736842
11,-1.275,11.29,56.335
12,-4.56,8.6,57.330000000000005
