MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,7.6071428571428585,21.957692307692316,35.998000000000005
2,9.044642857142858,23.447169811320755,58.08461538461537
3,11.223214285714283,25.82307692307692,84.72884615384616
4,15.350000000000003,29.14509803921569,161.05769230769238
5,19.757142857142856,31.284313725490204,211.6980769230769
6,23.041071428571435,32.826,268.7326923076923
7,24.600000000000005,34.51346153846154,222.24615384615387
8,24.564285714285717,34.457692307692305,253.7865384615384
9,22.968518518518522,32.896078431372544,145.44509803921565
10,18.40181818181818,30.428846153846152,56.53999999999999
11,13.51636363636364,27.34230769230769,48.127450980392155
12,8.947272727272727,23.75882352941176,36.296
