MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-1.6518518518518515,12.735294117647056,74.1425925925926
2,-1.114814814814815,13.694,94.47592592592595
3,1.7499999999999998,16.972,143.43333333333334
4,6.5129629629629635,21.483999999999995,198.0185185185186
5,10.78148148148148,25.263265306122445,222.78679245283016
6,15.16415094339623,27.11399999999999,301.2679245283018
7,20.314545454545456,31.043999999999993,326.45
8,21.753703703703703,31.732000000000006,280.6203703703704
9,17.281132075471703,28.662000000000003,243.4924528301887
10,10.690566037735847,24.74897959183673,104.50754716981132
11,4.579245283018868,20.706122448979592,97.05471698113209
12,-0.10943396226415092,15.848936170212768,57.3811320754717
