MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-7.508928571428572,8.59807692307692,16.9125
2,-5.671428571428573,11.744444444444445,22.294642857142858
3,-1.4428571428571428,18.209259259259266,30.364285714285707
4,4.858928571428572,24.53018867924528,43.873214285714276
5,10.944642857142851,29.511764705882356,69.5714285714286
6,16.675000000000004,32.34423076923077,109.7875
7,21.241071428571434,33.473584905660374,265.0089285714286
8,20.26785714285715,32.709433962264164,204.42678571428564
9,14.389090909090905,28.924999999999997,94.19090909090909
10,6.927272727272725,24.703773584905658,42.35818181818181
11,-0.5527272727272727,18.77307692307692,33.765454545454546
12,-6.101818181818182,11.590384615384616,16.50181818181818
