MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-5.366000000000002,11.106,51.428000000000004
2,-4.524,12.613999999999999,45.29199999999999
3,-2.570000000000001,17.156,49.913999999999994
4,-0.7265306122448982,20.810204081632648,46.52448979591837
5,3.6060000000000003,24.781999999999986,63.882000000000026
6,7.206000000000001,28.12800000000001,58.008
7,9.417999999999996,30.903999999999993,53.58999999999999
8,8.734,30.706000000000003,51.12999999999999
9,5.247999999999999,26.183999999999997,50.821999999999996
10,1.8460000000000003,21.634,63.392000000000024
11,-1.6179999999999999,15.424000000000001,52.7
12,-4.026,11.951999999999996,60.45400000000001
