MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-2.063636363636364,9.547058823529408,219.64615384615382
2,-2.369090909090909,10.243137254901958,147.09230769230768
3,-1.4545454545454546,14.408,129.59245283018868
4,1.3327272727272728,21.14,122.6415094339623
5,7.074545454545455,24.9326530612245,122.65471698113208
6,12.661818181818177,27.16000000000001,144.3388888888889
7,18.12909090909091,31.69999999999999,178.5924528301887
8,19.40545454545455,32.635999999999996,182.2754716981132
9,13.949999999999998,29.106122448979587,225.96153846153842
10,7.437037037037037,23.632,166.36862745098037
11,2.6981481481481477,19.061224489795915,236.5450980392157
12,-0.1888888888888889,13.665957446808509,276.8647058823529
