MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-6.525,6.9105263157894745,45.105
2,-6.589999999999999,8.9,25.525000000000006
3,-2.5,12.97777777777778,36.715
4,-0.575,18.08235294117647,31.726315789473688
5,3.4714285714285715,24.46315789473684,29.900000000000006
6,7.690476190476191,25.77894736842105,40.93000000000001
7,9.55,27.46,26.5625
8,9.085714285714285,27.45882352941177,24.394444444444446
9,5.975,23.7,26.205882352941178
10,1.86,18.552941176470593,22.799999999999997
11,-1.25,11.823529411764705,45.136842105263156
12,-5.005,8.444444444444445,49.335
