MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,23.53947368421053,31.9875,21.0,34.800000000000004,17.554545454545455
2,23.402702702702715,32.23225806451613,19.0,34.7,25.58
3,23.376923076923074,32.550000000000004,15.0,35.2,17.788888888888888
4,23.610526315789475,33.13333333333333,19.8,35.0,11.990909090909092
5,23.63421052631579,33.696666666666665,18.6,36.2,24.6
6,23.155555555555555,33.46333333333334,21.0,35.2,14.366666666666667
7,22.485000000000003,33.038709677419355,19.400000000000002,35.4,23.285714285714285
8,22.337837837837846,33.1483870967742,19.8,35.1,23.900000000000002
9,22.471794871794877,33.156250000000014,12.100000000000001,35.4,31.875000000000004
10,23.06315789473684,32.665625,20.400000000000002,37.0,14.52222222222222
11,23.435897435897445,32.303030303030305,21.6,35.4,44.5
12,23.381578947368414,32.05937500000001,19.8,36.0,10.254545454545456
