MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,22.89,32.172413793103445,14.700000000000001,34.0,84.53571428571429
2,22.788235294117648,31.962499999999995,18.0,38.0,95.6083333333333
3,22.450000000000003,32.1741935483871,17.0,34.0,105.16666666666669
4,22.335294117647056,32.15151515151515,14.0,33.9,68.96923076923078
5,22.94705882352941,31.86333333333334,18.8,34.6,46.211111111111116
6,22.566666666666663,31.05714285714286,19.8,35.4,54.63636363636363
7,22.570967741935487,30.33928571428572,19.1,33.4,17.446153846153848
8,22.03030303030303,30.45483870967742,16.0,32.4,7.9
9,22.56129032258065,31.700000000000003,14.0,35.0,33.5
10,22.196551724137937,33.00689655172413,17.2,35.6,13.660000000000002
11,22.57586206896552,33.27241379310345,13.0,40.0,46.60000000000001
12,23.11935483870968,32.45806451612903,19.400000000000002,39.400000000000006,87.7
