PERIOD_START,YEAR,MONTH,TMIN_P10,TMIN_P90,TMIN_MIN,TMIN_MAX,TMIN_SUM,TMAX_P10,TMAX_P90,TMAX_MIN,TMAX_MAX,TMAX_SUM,PRCP_P10,PRCP_P90,PRCP_MIN,PRCP_MAX,PRCP_SUM,TMIN_ENTRY_COUNT,TMAX_ENTRY_COUNT,PRCP_ENTRY_COUNT
1973-01-01,1973,1,,,,,,,,,,,0.00,51.00,0,79,298,,,23
1973-02-01,1973,2,,,,,,2.00,8.00,1.00,10.00,121.00,0.00,30.00,0,33,182,,24,26
1973-03-01,1973,3,,,,,,5.00,14.00,4.00,22.00,277.00,0.00,20.00,0,41,156,,28,29
1973-04-01,1973,4,-4.00,4.00,-4.00,7.00,14.00,7.00,13.00,6.00,18.00,260.00,0.00,61.00,0,279,853,22,27,29
1973-05-01,1973,5,0.00,11.00,-1.00,13.00,132.00,13.00,24.00,9.00,26.00,480.00,0.00,10.00,0,130,257,25,27,27
1973-06-01,1973,6,5.00,13.00,4.00,14.00,217.00,19.00,30.00,17.00,32.00,655.00,0.00,10.00,0,91,145,23,28,28
1973-07-01,1973,7,10.00,15.00,5.00,17.00,305.00,19.00,30.00,15.00,33.00,725.00,0.00,99.00,0,180,787,25,30,29
1973-08-01,1973,8,3.00,15.00,3.00,16.00,228.00,19.00,29.00,18.00,32.00,605.00,,,,,,24,25,
1973-09-01,1973,9,2.00,13.00,-1.00,14.00,167.00,13.00,27.00,11.00,33.00,517.00,0.00,79.00,0,109,338,23,25,25
1973-10-01,1973,10,,,,,,7.00,17.00,6.00,21.00,357.00,0.00,51.00,0,170,623,,30,27
1973-11-01,1973,11,,,,,,5.00,11.00,-4.00,15.00,170.00,0.00,30.00,0,109,319,,22,25
1973-12-01,1973,12,,,,,,-1.00,7.00,-8.00,8.00,90.00,0.00,41.00,0,61,257,,24,24
1974-01-01,1974,1,,,,,,3.00,9.00,0.00,11.00,155.00,0.00,51.00,0,79,449,,23,28
1974-02-01,1974,2,-2.00,4.00,-2.00,7.00,14.00,3.00,11.00,2.00,13.00,134.00,0.00,30.00,0,61,200,20,20,22
1974-03-01,1974,3,-3.00,3.00,-3.00,6.00,12.00,6.00,17.00,4.00,17.00,313.00,0.00,0.00,0,43,78,24,29,27
1974-04-01,1974,4,-3.00,3.00,-6.00,9.00,-9.00,11.00,20.00,9.00,23.00,394.00,0.00,13.00,0,20,78,27,26,28
1974-05-01,1974,5,0.00,10.00,0.00,11.00,123.00,13.00,21.00,5.00,25.00,486.00,0.00,71.00,0,109,567,23,29,29
1974-06-01,1974,6,5.00,12.00,1.00,12.00,213.00,16.00,25.00,12.00,27.00,569.00,0.00,51.00,0,137,652,26,28,27
1974-07-01,1974,7,8.00,13.00,7.00,16.00,254.00,18.00,23.00,16.00,26.00,597.00,0.00,43.00,0,140,625,24,29,30
1974-08-01,1974,8,7.00,13.00,6.00,17.00,268.00,20.00,29.00,17.00,36.00,709.00,0.00,71.00,0,191,618,25,29,29
1974-09-01,1974,9,,,,,,15.00,25.00,11.00,26.00,539.00,0.00,20.00,0,51,224,,27,27
1974-10-01,1974,10,,,,,,7.00,13.00,5.00,14.00,265.00,0.00,61.00,0,310,762,,26,25
1974-11-01,1974,11,,,,,,5.00,12.00,4.00,16.00,211.00,0.00,46.00,0,119,405,,26,27
1974-12-01,1974,12,,,,,,5.00,12.00,1.00,16.00,192.00,0.00,71.00,0,109,762,,23,29
1975-01-01,1975,1,,,,,,6.00,11.00,4.00,11.00,199.00,0.00,25.00,0,119,269,,25,25
1975-02-01,1975,2,,,,,,1.00,9.00,-2.00,12.00,143.00,0.00,3.00,0,79,110,,25,23
1975-03-01,1975,3,-5.00,2.00,-12.00,4.00,-26.00,5.00,14.00,2.00,16.00,256.00,0.00,51.00,0,99,377,23,29,29
1975-04-01,1975,4,-2.00,8.00,-2.00,8.00,47.00,7.00,18.00,4.00,24.00,335.00,0.00,51.00,0,61,358,21,28,26
1975-05-01,1975,5,2.00,9.00,0.00,10.00,141.00,13.00,23.00,12.00,26.00,524.00,0.00,51.00,0,221,499,23,29,29
1975-06-01,1975,6,1.00,14.00,1.00,18.00,221.00,17.00,29.00,14.00,31.00,658.00,0.00,46.00,0,701,1109,24,30,29
1991-11-01,1991,11,-3.40,0.00,-14.30,0.20,-47.00,4.30,12.20,3.90,16.70,191.70,0.00,61.00,0,97,325,27,24,25
1991-12-01,1991,12,-4.80,0.00,-9.20,0.20,-30.50,,,,,,0.00,84.00,0,155,485,24,,23
1992-01-01,1992,1,-9.40,0.00,-11.40,0.40,-77.00,-3.10,9.70,-4.60,11.40,86.00,0.00,20.00,0,43,118,28,22,25
1992-03-01,1992,3,-10.60,0.10,-11.10,0.30,-67.80,5.90,13.70,5.10,15.70,251.90,0.00,64.00,0,140,661,23,26,30
1992-04-01,1992,4,,,,,,9.20,17.00,8.30,21.30,374.50,0.00,28.00,0,81,322,,28,30
1992-05-01,1992,5,,,,,,12.90,27.00,11.20,28.30,647.20,0.00,20.00,0,71,165,,31,30
1992-06-01,1992,6,,,,,,22.80,30.10,18.10,31.90,756.70,0.00,8.00,0,178,339,,29,29
1992-07-01,1992,7,,,,,,21.40,29.30,18.10,33.10,697.30,0.00,36.00,0,119,464,,27,31
1992-08-01,1992,8,,,,,,20.40,31.60,18.30,38.40,801.50,0.00,74.00,0,117,566,,31,31
1992-09-01,1992,9,-0.20,0.00,-3.30,0.70,-5.50,16.90,23.10,15.30,24.10,587.60,0.00,5.00,0,127,181,24,30,28
1992-10-01,1992,10,-8.50,0.60,-8.90,1.00,-47.80,7.30,16.20,6.00,17.90,303.80,0.00,53.00,0,160,620,25,29,31
1992-11-01,1992,11,-2.10,1.00,-11.00,1.20,-11.70,4.60,12.10,3.70,12.80,212.70,0.00,58.00,0,64,647,24,25,29
