MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,0.3312500000000001,26.058333333333326,-10.0,37.2,13.00625
2,2.3102040816326532,29.64693877551021,-7.800000000000001,40.0,8.553061224489799
3,6.433333333333333,32.927083333333336,-4.0,40.0,17.03333333333333
4,11.138775510204079,36.38775510204083,2.8000000000000003,44.2,21.289795918367346
5,16.93829787234042,38.55744680851064,2.2,45.0,51.736170212765956
6,20.88958333333333,40.36041666666667,7.800000000000001,48.300000000000004,41.37083333333334
7,22.867346938775512,41.11632653061225,16.7,46.7,31.295918367346943
8,22.95208333333333,41.33958333333333,19.0,46.2,32.949999999999996
9,18.91914893617021,38.67446808510639,8.9,46.1,52.142553191489355
10,11.65957446808511,35.17021276595746,-1.0,41.2,23.042553191489358
11,5.0630434782608695,29.934782608695656,-4.0,36.2,15.532608695652172
12,1.3369565217391306,26.319565217391304,-10.600000000000001,33.6,10.389130434782611
